Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,04-14 Percentage,Total Enplanements,CY 14 Enplanements,CY 13 Enplanements,CY 12 Enplanements,CY 11 Enplanements,CY 10 Enplanements,CY 09 Boardings,CY 08 Boardings,CY2007 Enplanements,CY 2006 Enplanements,CY 05 Enplanements,CY 04 Enplanements
745,SO,FL,PAM,Panama City,Tyndall AFB,GA,None,0%,"7,501",938,312,614,293,1253,851,758,525,540,437,980
746,SW,NM,LAM,Los Alamos,Los Alamos,GA,None,0%,"6,096","3,801",2295,0,,,,,,,,
747,AL,AK,9Z8,Levelock,Levelock,GA,None,0%,"5,416",320,292,411,408,447,445,527,675,575,637,679
748,AL,AK,KFP,False Pass,False Pass,GA,None,0%,"4,090",361,371,357,409,321,482,505,344,302,337,301
749,NM,UT,KNB,Kanab,Kanab Municipal,GA,None,0%,"1,874",279,384,315,13,9,120,0,517,226,1,10
750,NM,WA,W49,Rosario,Rosario,GA,None,0%,"7,923","1,345",4,426,757,762,891,2031,1707,0,,
751,CE,IA,AMW,Ames,Ames Municipal,GA,None,0%,"1,439",237,293,277,275,12,46,52,26,50,153,18
752,AL,AK,AKA,Atka,Atka,GA,None,0%,"3,268",292,131,255,302,322,406,321,323,285,295,336
753,GL,IN,MIE,Muncie,Delaware County Regional,GA,None,0%,"4,793",602,516,470,444,457,680,190,544,139,432,319
754,NM,WY,WY14,Hulett,Ipy Ranch,GA,None,0%,0,0,,,,,,,,,,
755,AL,AK,PEV,Perryville,Perryville,GA,None,0%,"7,148",535,421,552,734,667,556,723,683,741,788,748
756,SW,NM,CVS,Clovis,Cannon AFB,GA,None,0%,"7,221",415,512,676,918,343,112,0,565,798,1371,1511
757,GL,IN,HUF,Terre Haute,Terre Haute International-Hulman Field,GA,None,0%,"6,951",548,388,494,586,491,571,637,1042,220,347,1627
759,SO,AL,MXF,Montgomery,Maxwell AFB,GA,None,0%,901,0,,,,,,,11,631,65,194
758,GL,WI,C29,Middleton,Middleton Municipal - Morey Field,GA,None,0%,"2,227",274,60,316,184,269,217,224,325,351,3,4
760,AL,AK,SVS,Stevens Village,Stevens Village,GA,None,0%,"7,329",292,578,630,793,1228,796,554,652,581,526,699
761,SO,FL,LAL,Lakeland,Lakeland Linder Regional,GA,None,0%,"37,473",431,839,15191,20282,179,42,166,124,191,15,13
762,GL,WI,AIG,Antigo,Langlade County,GA,None,0%,7,1,6,0,,,,,,,,
763,GL,IL,MDH,Carbondale,Southern Illinois,GA,None,0%,878,133,307,21,21,3,14,139,107,3,13,117
764,CE,KS,IAB,Wichita,McConnell AFB,GA,None,0%,"1,374",0,43,93,382,138,127,116,270,98,107,0
765,AL,AK,SLQ,Sleetmute,Sleetmute,GA,None,0%,"5,641",319,313,406,377,386,411,467,575,643,902,842
766,SW,LA,NEW,New Orleans,Lakefront,GA,None,0%,"3,592",249,784,391,56,113,235,393,363,11,212,785
767,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,None,0%,"6,170",399,327,570,594,530,560,383,549,510,961,787
768,AL,AK,CRC,Circle,Circle City,GA,None,0%,"4,124",406,483,483,380,355,377,303,357,294,331,355
770,AL,AK,Z78,Chignik,Chignik Bay,GA,None,0%,"3,573",293,845,725,836,874,,,,,,
771,AL,AK,Z91,Birch Creek,Birch Creek,GA,None,0%,"4,421",261,290,366,772,361,397,472,395,359,312,436
769,SW,OK,PWA,Oklahoma City,Wiley Post,GA,None,0%,"1,914",109,557,357,114,126,115,216,192,83,17,28
772,CE,MO,SZL,Knob Noster,Whiteman AFB,GA,None,0%,"5,397",354,647,318,251,330,333,379,595,895,1216,79
773,AL,AK,A79,Chignik Lake,Chignik Lake,GA,None,0%,758,576,64,48,35,35,,,,,,
775,NM,CO,APA,Englewood,Centennial,GA,None,0%,"11,670",445,1679,563,488,507,395,1158,4035,484,1870,46
774,SW,LA,65LA,Belle Chasse,Southern Seaplane,GA,None,0%,900,300,,,,,300,300,,,,
776,SW,NM,LRU,Las Cruces,Las Cruces International,GA,None,0%,"4,168",6,13,2,122,227,528,1453,900,784,36,97
777,AL,AK,KYK,Karluk,Karluk,GA,None,0%,"5,126",246,287,360,442,397,376,505,697,586,666,564
778,CE,MO,POF,Poplar Bluff,Poplar Bluff Municipal,GA,None,0%,351,14,10,9,221,23,13,14,38,9,,
779,CE,KS,PTS,Pittsburg,Atkinson Municipal,GA,None,0%,646,0,3,241,329,1,,,51,3,6,12
780,GL,WI,UES,Waukesha,Waukesha County,GA,None,0%,"3,319",134,938,392,312,166,58,98,244,146,218,613
781,NM,ID,65S,Bonners Ferry,Boundary County,GA,None,0%,"1,115",107,,,87,79,141,248,82,44,45,282
782,NM,WA,WA83,West Sound,Westsound/Wsx,GA,None,0%,"9,915",741,126,945,1566,1827,1892,1816,1002,0,,
784,SO,SC,GYH,Greenville,Donaldson Field,GA,None,0%,756,0,42,290,1,2,1,105,16,22,117,160
783,SW,TX,FTW,Fort Worth,Fort Worth Meacham International,GA,None,0%,"13,717","1,201",1598,2894,2177,809,827,751,264,1187,440,1569
785,GL,OH,CGF,Cleveland,Cuyahoga County,GA,None,0%,"2,221",231,276,74,5,46,46,156,969,270,58,90
786,AL,AK,FSP,Nikolai,Nikolai,GA,None,0%,"5,378",346,306,412,625,367,267,364,459,461,1283,488
787,WP,AZ,P20,Parker,Avi Suquilla,GA,None,0%,111,1,12,31,19,42,,,,,6,0
788,SW,TX,DWH,Houston,David Wayne Hooks Memorial,GA,None,0%,779,16,358,40,,,76,124,43,122,,
789,AL,AK,1AK3,Cold Bay,Port Moller,GA,None,0%,"4,554",327,275,379,378,446,512,487,427,446,456,421
790,NM,WA,SKA,Spokane,Fairchild AFB,GA,None,0%,"1,139",0,72,0,,,176,495,64,332,,
791,SO,FL,OPF,Miami,Opa-Locka Executive,GA,None,0%,"7,283",386,516,974,69,668,169,869,348,201,250,2833
792,SO,TN,RZR,Cleveland,Cleveland Regional Jetport,GA,None,0%,161,0,142,19,,,,,,,,
793,SW,TX,HYI,San Marcos,San Marcos Regional,GA,None,0%,126,16,43,0,2,8,11,10,20,6,9,1
794,AL,AK,AJC,Chignik,Chignik,GA,None,0%,"8,851",247,298,519,815,854,832,800,1017,1145,1130,1194
797,AL,AK,FKK,Farewell Lake,Farewell Lake,GA,None,0%,0,0,,,,,,,,,,
795,WP,CA,APC,Napa,Napa County,GA,None,0%,"5,243",354,926,238,69,316,200,316,2054,569,176,25
796,CE,KS,CNU,Chanute,Chanute Martin Johnson,GA,None,0%,"1,867",0,,,396,0,,,1445,23,2,1
799,GL,MI,MTC,Mount Clemens,Selfridge Angb,GA,None,0%,"4,451",212,330,0,251,491,1060,58,279,1510,178,82
798,GL,WI,JVL,Janesville,Southern Wisconsin Regional,GA,None,0%,"1,730",242,336,597,7,137,27,40,259,39,19,27
800,AL,AK,IKO,Nikolski,Nikolski AS,GA,None,0%,"2,032",173,86,81,131,160,219,165,266,206,267,278
801,WP,CA,EDW,Edwards,Edwards AFB,GA,None,0%,264,0,,,,,,,69,0,195,0
802,CE,IA,IKV,Ankeny,Ankeny Regional,GA,None,0%,"7,715",6,72,4,10,33,6505,757,187,28,95,18
803,AL,AK,TCT,Takotna,Takotna,GA,None,0%,"3,419",259,380,315,595,190,128,206,243,159,795,149
804,GL,WI,OSH,Oshkosh,Wittman Regional,GA,None,0%,"1,485",220,204,175,151,173,9,49,68,43,207,186
806,WP,AZ,IGM,Kingman,Kingman,GA,None,0%,"15,440",401,871,924,975,897,878,1260,2437,2417,1907,2473
805,SO,SC,ARW,Beaufort,Beaufort County,GA,None,0%,"5,216",327,429,722,162,727,766,2083,,,,
807,SO,FL,BCT,Boca Raton,Boca Raton,GA,None,0%,"6,512",348,1170,480,171,403,185,906,1189,1504,68,88
808,CE,KS,IXD,Olathe,New Century Aircenter,GA,None,0%,"1,212",115,374,97,30,51,23,142,85,242,41,12
809,GL,MI,MCD,Mackinac Island,Mackinac Island,GA,None,0%,"2,204","1,278",10,257,178,185,13,6,98,39,50,90
811,AL,AK,MHM,Lake Minchumina,Minchumina,GA,None,0%,"1,864",225,284,169,130,124,120,149,164,162,165,172
810,GL,IL,DPA,DuPage (County),Dupage,GA,None,0%,"4,126",256,846,337,186,300,239,513,475,230,572,172
812,SO,NC,GSB,Goldsboro,Seymour Johnson AFB,GA,None,0%,"7,271",599,232,563,1144,692,1259,895,594,704,98,491
813,CE,KS,GBD,Great Bend,Great Bend Municipal,GA,None,0%,"9,617",251,942,943,1021,719,927,1407,844,1088,794,681
814,NM,WA,RNT,Renton,Renton Municipal,GA,None,0%,551,23,55,42,24,55,41,48,25,114,18,106
816,CE,MO,SUS,Chesterfield,Spirit of St. Louis,GA,None,0%,"31,279",153,1425,876,1504,1570,1532,3224,2025,6740,5732,6498
815,EA,PA,LOM,Ambler,Wings Field,GA,None,0%,"2,397",123,125,207,126,256,717,269,436,15,83,40
817,NE,CT,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,None,0%,"4,329",338,610,235,211,240,118,340,1119,1013,31,74
818,AL,AK,KEK,Ekwok,Ekwok,GA,None,0%,"2,939",190,202,169,377,284,182,283,285,217,381,369
820,SO,FL,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,None,0%,"9,926",308,502,311,94,322,132,6392,747,341,291,486
819,EA,NY,FOK,Westhampton Beach,Francis S Gabreski,GA,None,0%,"2,876",146,630,231,95,147,219,441,361,455,87,64
821,EA,NY,PEO,Penn Yan,Penn Yan,GA,None,0%,"1,686",199,253,230,5,262,21,17,622,53,19,5
822,AL,AK,EXI,Excursion Inlet,Excursion Inlet,GA,None,0%,"1,157",37,65,69,75,30,68,69,126,30,386,202
823,EA,NY,HTO,East Hampton,East Hampton,GA,None,0%,"4,591",234,664,396,255,353,286,923,300,657,103,420
824,GL,IL,MTO,Mattoon,Coles County Memorial,GA,None,0%,"1,108",25,145,2,188,46,270,63,204,44,3,118
825,CE,KS,LWC,Lawrence,Lawrence Municipal,GA,None,0%,631,28,165,32,110,7,10,151,21,11,42,54
826,AL,AK,WSN,South Naknek,South Naknek Nr 2,GA,None,0%,"3,133",79,79,114,115,190,248,330,409,517,543,509
827,AL,AK,LUR,Cape Lisburne,Cape Lisburne LRRS,GA,None,0%,"1,549",120,128,126,155,200,169,124,105,107,122,193
828,WP,CA,MCC,Sacramento,McClellan Airfield,GA,None,0%,"1,084",353,433,55,12,35,7,10,25,25,53,76
829,NE,CT,GON,Groton,Groton-New London,GA,None,0%,"1,254",72,279,118,162,75,42,125,68,161,17,135
830,AL,AK,51Z,Minto,Minto Al Wright,GA,None,0%,"1,984",209,192,136,160,294,193,154,136,119,189,202
832,AL,AK,Z55,Lake Louise,Lake Louise,GA,None,0%,42,42,,,,,,,,,,
831,SO,FL,TMB,Miami,Miami Executive,GA,None,0%,"1,507",62,453,128,72,82,29,291,174,109,76,31
833,WP,AZ,FHU,Fort Huachuca,Sierra Vista Municipal-Libby AAF,GA,None,0%,"6,098",301,11,240,4,968,143,110,888,2041,1304,88
834,AL,AK,SYA,Shemya,Eareckson AS,GA,None,0%,555,277,19,0,120,0,110,0,,,10,19
835,AL,AK,9A8,Ugashik,Ugashik,GA,None,0%,130,70,9,13,,,,,,,26,12
836,AL,AK,96Z,North Whale Pass,North Whale,GA,None,0%,"1,244",138,189,134,96,99,105,204,189,35,23,32
837,GL,IN,BAK,Columbus,Columbus Municipal,GA,None,0%,"2,901",5,55,2096,249,0,7,18,315,142,5,9
838,GL,ND,S28,Dunseith,International Peace Garden,GA,None,0%,0,0,,,,,,,,,,
839,AL,AK,84K,Meyers Chuck,Meyers Chuck,GA,None,0%,"1,577",160,158,161,159,161,152,174,217,101,77,57
840,GL,OH,MFD,Mansfield,Mansfield Lahm Regional,GA,None,0%,"2,244",158,112,501,25,392,70,206,225,232,175,148
842,AL,AK,AK77,Delta Junction,All West,GA,None,0%,0,0,,,,,,,,,,
843,SW,LA,L31,Covington,St Tammany Regional,GA,None,0%,513,100,135,75,,,45,43,115,0,,
841,SW,TX,89TE,Lajitas,Lajitas International,GA,None,0%,184,152,,,,,,,1,31,,
844,SW,TX,PSX,Palacios,Palacios Municipal,GA,None,0%,195,10,10,100,,,,,55,0,20,0
845,AL,AK,4Z7,Hyder,Hyder,GA,None,0%,"1,453",110,154,215,92,101,119,123,129,150,133,127
846,EA,MD,NHK,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,None,0%,"4,215",41,66,0,112,120,46,1014,1232,1524,60,0
847,WP,AZ,L37,Peach Springs,Grand Canyon Caverns,GA,None,0%,"3,930","3,585",68,98,88,91,,,,,,
848,WP,CA,SLI,Los Alamitos,Los Alamitos AAF,GA,None,0%,459,53,,,,,5,401,,,,
849,NE,RI,UUU,Newport,Newport State,GA,None,0%,580,60,79,60,72,93,37,53,22,62,14,28
851,NM,CO,ANK,Salida,Harriet Alexander Field,GA,None,0%,27,0,12,0,,,13,0,2,0,,
850,EA,NY,0B8,Fishers Island,Elizabeth Field,GA,None,0%,517,60,54,38,46,66,44,140,33,14,8,14
852,SO,SC,AND,Anderson,Anderson Regional,GA,None,0%,"3,167",129,111,410,483,293,437,552,505,43,116,88
853,AL,AK,ALZ,Lazy Bay,Alitak,GA,None,0%,"1,197",125,121,111,144,107,164,175,81,39,66,64
855,AL,AK,PAQ,Palmer,Palmer Municipal,GA,None,0%,"1,062",0,61,90,,,161,44,252,217,144,93
854,SO,FL,APF,Naples,Naples Municipal,GA,None,0%,"89,200",874,2333,687,239,581,514,3316,13984,25379,32898,8395
856,AL,AK,A63,Twin Hills,Twin Hills,GA,None,0%,"3,366",72,43,103,216,199,359,405,510,464,480,515
857,SO,GA,PDK,Atlanta,Dekalb-Peachtree,GA,None,0%,"10,328",420,2119,422,320,463,393,1784,993,163,2109,1142
858,AL,AK,KXA,Kasaan,Kasaan,GA,None,0%,"1,114",123,139,127,97,125,77,58,148,92,65,63
859,GL,MN,STP,St. Paul,St Paul Downtown Holman Field,GA,None,0%,"5,708",259,693,120,124,150,64,2662,815,205,348,268
860,AL,AK,UTO,Utopia Creek,Indian Mountain LRRS,GA,None,0%,"1,422",108,116,159,154,173,105,111,114,149,114,119
861,WP,AZ,0V7,Kayenta,Kayenta,GA,None,0%,"4,234",60,85,42,267,301,388,6,5,1535,584,961
863,NE,CT,OXC,Oxford,Waterbury-Oxford,GA,None,0%,"3,457",160,342,74,150,148,95,1824,123,63,175,303
862,GL,MI,ANJ,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,None,0%,565,102,,,100,110,76,49,10,14,60,44
864,NM,WA,PAE,Everett,Snohomish County (Paine Field),GA,None,0%,"4,024",151,127,467,359,514,221,327,465,488,531,374
866,AL,AK,TNC,Tin City,Tin City LRRS,GA,None,0%,"1,495",104,142,126,118,190,200,172,130,128,87,98
865,GL,ND,GAF,Grafton,Hutson Field,GA,None,0%,0,0,,,,,,,,,,
869,AL,AK,MLY,Manley Hot Springs,Manley Hot Springs,GA,None,0%,896,241,116,107,49,41,41,43,52,33,69,104
870,AL,AK,SKW,Skwentna,Skwentna,GA,None,0%,"2,202",71,170,80,139,130,289,496,303,160,138,226
868,WP,AZ,L41,Marble Canyon,Marble Canyon,GA,None,0%,99,54,5,0,2,0,,,,,12,26
871,SO,FL,VRB,Vero Beach,Vero Beach Municipal,GA,None,0%,"3,426",153,687,142,49,228,216,671,702,488,70,20
867,NE,ME,BST,Belfast,Belfast Municipal,GA,None,0%,189,148,14,0,3,0,,,18,6,,
872,EA,PA,05PS,Burnt Cabins,Mills Brothers,GA,None,0%,0,0,,,,,,,,,,
873,SW,TX,LBX,Angleton,Texas Gulf Coast Regional,GA,None,0%,"65,551",100,40,20,30,4519,6913,8960,10925,10724,7900,15420
877,WP,CA,SMO,Santa Monica,Santa Monica Municipal,GA,None,0%,"10,605",363,2185,540,100,547,477,820,2476,2039,756,302
876,SO,FL,ORL,Orlando,Executive,GA,None,0%,"3,848",142,450,180,1384,170,156,315,295,562,132,62
875,WP,NV,INS,Indian Springs,Creech AFB,GA,None,0%,149,0,,,,,57,0,,,92,0
874,EA,VA,HEF,Manassas,Manassas Regional/Harry P Davis Field,GA,None,0%,"4,128",550,223,112,793,98,72,1173,255,204,141,507
878,NM,WA,GRF,Fort Lewis/Tacoma,Gray AAF (Joint Base Lewis-McChord),GA,None,0%,0,0,,,,,,,,,,
879,GL,IL,RSV,Robinson,Crawford Co,GA,None,0%,16,0,,,,,,,3,13,,
880,AL,AK,CZN,Chisana,Chisana,GA,None,0%,592,91,88,54,53,44,51,31,56,42,33,49
881,NM,OR,LMT,Klamath Falls,Crater Lake-Klamath Regional,GA,None,0%,"231,394","4,800",13443,15237,15856,21353,20053,26970,28822,28323,29010,27527
882,NM,MT,6S8,Laurel,Laurel Municipal,GA,None,0%,216,0,90,126,,,,,,,,
884,SO,GA,SSI,Brunswick,McKinnon St Simons Island,GA,None,0%,"1,976",112,888,103,42,91,86,284,137,8,165,60
883,GL,WI,ENW,Kenosha,Kenosha Regional,GA,None,0%,585,8,157,161,131,27,2,5,41,35,8,10
885,GL,IL,UGN,Waukegan,Waukegan Regional,GA,None,0%,"2,806",227,715,227,17,164,152,190,610,143,118,243
887,AL,AK,SRV,Stony River,Stony River 2,GA,None,0%,"2,523",84,67,129,174,217,144,198,343,341,418,408
886,NE,MA,CQX,Chatham,Chatham Municipal,GA,None,0%,306,90,19,42,65,44,5,0,8,9,14,10
888,AL,AK,EHM,Cape Newenham,Cape Newenham LRRS,GA,None,0%,"1,264",118,66,109,131,148,103,103,122,132,126,106
889,GL,IL,MQB,Macomb,Macomb Municipal,GA,None,0%,"2,479",0,1,21,153,385,9,1,378,431,427,673
890,NE,MA,FMH,Falmouth,Cape Cod Coast Guard Air Station,GA,None,0%,26,0,,,26,0,,,,,,
891,NM,WA,74S,Anacortes,Anacortes,GA,None,0%,"12,115",48,321,352,419,765,990,1653,1906,1404,1384,2873
892,CE,MO,AIZ,Kaiser,Lee C Fine Memorial,GA,None,0%,407,5,50,27,18,53,89,113,24,11,1,16
893,NM,MT,S59,Libby,Libby,GA,None,0%,560,18,20,7,24,53,130,144,79,33,17,35
894,WP,CA,NLC,Lemoore,Lemoore NAS (Reeves Field),GA,None,0%,853,0,,,341,0,,,196,316,,
897,AL,AK,KQA,Akutan,Akutan,GA,None,0%,"13,253",23,13,793,1018,1246,1200,1346,1733,1714,2044,2123
895,GL,IL,ALN,Alton,St Louis Regional,GA,None,0%,338,0,49,15,8,32,23,69,35,46,32,29
896,SW,LA,HUM,Houma,Houma-Terrebonne,GA,None,0%,"6,248",3,97,14,9,254,62,5529,43,4,15,218
898,AL,AK,5NK,Naknek,Naknek,GA,None,0%,"1,272",42,40,61,120,275,63,161,105,122,120,163
899,AL,AK,CZF,Cape Romanzof,Cape Romanzof LRRS,GA,None,0%,"1,188",76,81,101,143,145,109,77,116,128,92,120
900,SW,OK,HSD,Oklahoma City,Sundance,GA,None,0%,342,0,,,342,0,,,,,,
901,GL,MN,FCM,Minneapolis,Flying Cloud,GA,None,0%,"1,735",120,389,8,48,245,20,330,111,69,124,271
902,GL,OH,FFO,Dayton,Wright-Patterson AFB,GA,None,0%,"3,190",116,170,0,195,164,625,555,415,429,52,469
903,AL,AK,AK71,Lonely,Lonely AS,GA,None,0%,420,65,75,0,,,23,46,7,18,124,62
905,AL,AK,KWP,West Point,West Point Village,GA,None,0%,411,57,52,43,23,34,42,51,31,30,27,21
904,SO,MS,HSA,Bay St. Louis,Stennis International,GA,None,0%,375,0,22,305,,,,,2,46,,
906,GL,OH,HAO,Hamilton,Butler Co Regional-Hogan Field,GA,None,0%,461,19,125,28,10,17,14,77,115,36,9,11
908,NE,ME,WVL,Waterville,Waterville Robert Lafleur,GA,None,0%,200,8,105,11,1,2,9,17,16,8,20,3
907,GL,WI,SBM,Sheboygan,Sheboygan County Memorial,GA,None,0%,"1,965",186,495,106,26,114,99,145,123,297,165,209
910,WP,CA,L70,Agua Dulce,Agua Dulce,GA,None,0%,14,0,14,0,,,,,,,,
909,GL,WI,AUW,Wausau,Wausau Downtown,GA,None,0%,489,30,14,4,6,79,4,106,102,54,21,69
913,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,None,0%,"1,352",138,155,79,127,74,125,126,107,110,148,163
911,GL,MN,ANE,Blaine,Anoka County-Blaine Airport (Janes Field),GA,None,0%,528,75,126,4,18,87,14,67,53,19,31,34
912,NE,NH,CON,Concord,Concord Municipal,GA,None,0%,"1,931",80,224,55,247,115,150,435,444,171,2,8
914,SO,SC,JZI,Charleston,Charleston Executive,GA,None,0%,"1,740",117,627,135,18,73,91,319,148,90,75,47
916,SW,AR,ROG,Rogers,Rogers Executive - Carter Field,GA,None,0%,"1,204",187,298,64,19,88,102,119,72,22,149,84
915,GL,IN,MQJ,McCordsville,Indianapolis Regional,GA,None,0%,425,7,184,7,7,16,5,22,51,81,24,21
918,SO,AL,JKA,Gulf Shores,Jack Edwards,GA,None,0%,"1,163",54,166,49,61,333,99,227,31,74,43,26
917,NE,CT,HFD,Hartford,Hartford-Brainard,GA,None,0%,657,40,185,21,35,47,2,72,71,77,58,49
920,AL,AK,MOS,Elim,Moses Point,GA,None,0%,409,0,2,2,4,4,12,4,,,36,345
919,SW,NM,HMN,Alamogordo,Holloman AFB,GA,None,0%,"2,915",0,,,158,468,378,165,461,516,431,338
921,NE,VT,MVL,Morrisville,Morrisville-Stowe State,GA,None,0%,96,6,9,16,15,10,,,33,7,,
923,AL,AK,KKB,Kitoi Bay,Kitoi Bay,GA,None,0%,302,38,35,44,19,28,13,28,32,40,18,7
922,WP,CA,CMA,Camarillo,Camarillo,GA,None,0%,"1,256",7,360,31,6,18,63,258,78,104,330,1
924,WP,CA,GOO,Grass Valley,Nevada County Air Park,GA,None,0%,585,22,26,0,15,19,16,97,204,112,74,0
927,AL,AK,RDV,Red Devil,Red Devil,GA,None,0%,"2,322",28,40,81,77,136,171,320,340,354,482,293
926,SO,FL,NPA,Pensacola,Pensacola NAS/Forrest Sherman Field,GA,None,0%,"1,440",393,,,182,209,,,162,208,174,112
925,GL,MI,83D,St. Ignace,Mackinac County,GA,None,0%,46,0,2,0,31,0,2,0,10,1,,
928,NE,ME,LEW,Auburn,Auburn/Lewiston Municipal,GA,None,0%,932,47,146,19,8,25,18,174,76,369,8,42
931,SO,FL,XMR,Cocoa Beach,Cape Canaveral AFS Skid Strip,GA,None,0%,42,0,,,42,0,,,,,,
930,SO,MS,HKS,Jackson,Hawkins Field,GA,None,0%,847,30,35,20,30,15,17,24,23,5,21,627
929,EA,NJ,BLM,Belmar,Monmouth Executive,GA,None,0%,"3,111",263,416,70,84,68,514,765,742,104,68,17
935,WP,CA,SDM,San Diego,Brown Field Municipal,GA,None,0%,"1,952",106,318,172,58,194,131,141,135,455,228,14
932,NE,MA,BVY,Beverly,Beverly Municipal,GA,None,0%,"1,008",94,228,100,77,83,53,102,159,72,4,36
936,GL,OH,TDZ,Walbridge,Toledo Executive,GA,None,0%,350,77,12,18,12,44,,,43,33,31,80
933,GL,WI,HYR,Hayward,Sawyer County,GA,None,0%,386,63,152,10,6,22,17,61,40,15,,
934,GL,WI,RPD,Rice Lake,Rice Lake Regional - Carl's Field,GA,None,0%,619,107,21,0,127,96,52,2,84,70,2,58
939,GL,IN,VPZ,Valparaiso,Porter County Regional,GA,None,0%,332,74,75,2,30,2,5,20,26,6,27,65
938,GL,MI,LDM,Ludington,Mason County,GA,None,0%,"1,620",3,252,456,25,7,305,316,23,8,14,211
937,NM,UT,74V,Roosevelt,Roosevelt Municipal,GA,None,0%,213,0,41,24,25,37,48,9,26,3,,
940,AL,AK,19P,Port Protection,Port Protection,GA,None,0%,836,66,97,80,68,84,91,57,75,78,70,70
942,NM,CO,RIL,Rifle,Garfield County Regional,GA,None,0%,"1,509",138,418,65,33,79,107,252,142,56,73,146
943,NM,CO,TEX,Telluride,Telluride Regional,GA,None,0%,"128,176","3,590",6470,7828,11017,9677,6740,13325,16464,16438,18134,18493
941,GL,WI,EGV,Eagle River,Eagle River Union,GA,None,0%,560,49,92,37,,,8,9,175,157,5,28
944,NM,ID,GIC,Grangeville,Idaho County,GA,None,0%,5,0,,,3,2,,,,,,
945,NE,ME,ME86,Ashland,Libby Camps,GA,None,0%,"1,405",0,,,400,205,,,800,0,,
946,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,None,0%,"1,064",14,109,291,174,51,10,92,80,123,58,62
948,AL,AK,GSZ,Granite Mountain,Granite Mountain AS,GA,None,0%,278,117,3,2,8,11,46,52,15,9,15,0
947,SO,SC,GMU,Greenville,Greenville Downtown,GA,None,0%,"1,917",4,232,12,10,23,26,882,77,558,48,45
949,AL,AK,KPR,Port Williams,Port Williams,GA,None,0%,163,30,22,33,21,12,15,4,6,1,13,6
952,AL,AK,TSG,Tanacross,Tanacross,GA,None,0%,453,6,,,11,97,32,80,19,0,47,161
950,GL,IL,LOT,Romeo (RR name for Romeoville),Lewis University,GA,None,0%,"1,776",27,106,5,14,13,15,19,635,548,23,371
951,NE,MA,PSF,Pittsfield,Pittsfield Municipal,GA,None,0%,586,55,174,53,38,29,36,56,74,24,17,30
956,AL,AK,UMT,Umiat,Umiat,GA,None,0%,"3,174",400,652,218,119,107,569,197,226,137,200,349
955,NE,MA,OWD,Norwood,Norwood Memorial,GA,None,0%,944,71,228,58,69,66,30,32,112,4,240,34
953,NE,ME,BXM,Brunswick,Brunswick Executive,GA,None,0%,255,21,207,9,18,0,,,,,,
954,NE,ME,IZG,Fryeburg,Eastern Slopes Regional,GA,None,0%,297,77,87,15,43,20,,,30,25,,
959,AL,AK,SXQ,Soldotna,Soldotna,GA,None,0%,"1,867",0,43,24,16,23,98,141,19,39,187,1277
958,SO,NC,SOP,Pinehurst/Southern Pines,Moore County,GA,None,0%,"11,041",356,307,77,16,47,57,84,4434,4761,833,69
957,SW,TX,NFW,Fort Worth,Fort Worth NAS Jrb (Carswell Field),GA,None,0%,"4,915",234,1072,249,517,829,1132,708,,,174,0
962,NM,MT,S34,Plains,Plains,GA,None,0%,181,0,30,1,,,50,0,100,0,,
961,SW,TX,RCK,Rockdale,H H Coffield Regional,GA,None,0%,0,0,,,,,,,,,,
960,EA,VA,PVG,Chesapeake,Hampton Roads Executive,GA,None,0%,602,0,120,50,,,40,30,207,76,43,36
963,NM,WA,TIW,Tacoma,Tacoma Narrows,GA,None,0%,"1,147",56,93,169,185,147,66,97,64,135,42,93
964,NE,ME,MLT,Millinocket,Millinocket Municipal,GA,None,0%,24,5,10,5,,,,,,,4,0
965,SW,TX,MRF,Marfa,Marfa Municipal,GA,None,0%,194,31,108,24,,,8,6,10,4,1,2
966,NM,UT,UT39,North Salt Lake,A A Helicopters Inc,GA,None,0%,10,10,,,,,,,,,,
967,EA,NY,5B2,Saratoga Springs,Saratoga County,GA,None,0%,620,45,230,47,31,35,34,18,44,66,18,52
969,AL,AK,HRR,Healy,Healy River,GA,None,0%,"2,698",10,24,21,5,8,33,34,116,107,81,2259
968,NM,CO,BJC,Broomfield,Rocky Mountain Metropolitan,GA,None,0%,"4,158",217,717,330,144,269,114,524,1103,153,493,94
970,NE,NH,LCI,Laconia,Laconia Municipal,GA,None,0%,"1,831",44,301,20,54,200,331,212,211,370,45,43
971,AL,AK,SWD,Seward,Seward,GA,None,0%,94,0,,,8,8,1,22,26,7,1,21
972,AL,AK,2AK,Lime Village,Lime Village,GA,None,0%,377,1,10,8,9,13,10,17,54,55,150,50
973,AL,AK,2AK6,Hogatza,Hog River,GA,None,0%,278,16,34,21,15,9,2,13,12,28,36,92
974,GL,WI,MWC,Milwaukee,Lawrence J Timmerman,GA,None,0%,551,14,35,0,31,33,27,55,43,104,155,54
