LocID,ALIAS,Facility Type,FAA REGION,STATE,AP Type,Latitude,Longitude,ARPElevation,Runway_ct
JAX,Jacksonville Int'l Airport,Airport,ASO,FL,Federalized/Commercial,30.494056,-81.687861,29,2
RYW,Lago Vista-Rusty Allen Airport,Airport,ASW,TX,Public Use,30.498585,-97.969472,1230,1
2R5,St Elmo Airport,Airport,ASO,AL,Public Use,30.501917,-88.275111,132,1
JCT,Kimble County Airport,Airport,ASW,TX,Public Use,30.511111,-99.762889,1754,2
RWV,Caldwell Municipal Airport,Airport,ASW,TX,Public Use,30.515474,-96.704086,390,1
HDC,Hammond Northshore Regional Airport,Airport,ASW,LA,Public Use,30.521687,-90.418381,46,2
DZB,,Airport,ASW,TX,Public Use,30.527051,-98.358757,1093,1
83J,Coastal Airport,Airport,ASO,FL,Public Use,30.531889,-87.385306,,
BTR,Baton Rouge Metropolitan Airport,Airport,ASW,LA,Federalized/Commercial,30.532906,-91.149877,69,3
68J,Tallahassee Commercial Airport,Airport,ASO,FL,Public Use,30.547306,-84.373833,154,1
OPL,St Landry Parish Airport,Airport,ASW,LA,Public Use,30.558389,-92.099389,74,2
T74,Taylor Municipal Airport,Airport,ASW,TX,Public Use,30.572639,-97.443194,600,1
SOA,Sonora Municipal Airport,Airport,ASW,TX,Public Use,30.585694,-100.648556,2139,1
CLL,Easterwood Airport,Airport,ASW,TX,Public Use,30.588583,-96.363833,320,3
2J9,Quincy Municipal Airport,Airport,ASO,FL,Public Use,30.597871,-84.557425,225,1
2KL,,Airport,ASW,TX,Public Use,30.599222,-98.409222,854,1
77T,Kittle Hill Airport,Airport,ASW,TX,Public Use,30.599444,-97.823583,,
FHB,Fernandina Beach Municipal Airport,Airport,ASO,FL,Public Use,30.611833,-81.461194,15,3
BFM,Mobile Downtown Airport,Airport,ASO,AL,Public Use,30.626778,-88.068083,26,2
RCK,H H Coffield Regional Airport,Airport,ASW,TX,Public Use,30.631376,-96.989488,474,1
2R4,Peter Prince Airport,Airport,ASO,FL,Public Use,30.637621,-86.993653,81,1
T12,Kirbyville Airport,Airport,ASW,TX,Public Use,30.646565,-93.914903,121,2
GTU,Georgetown Municipal Airport,Airport,ASW,TX,Public Use,30.678809,-97.679384,789,2
00R,Livingston Municipal Airport,Airport,ASW,TX,Public Use,30.685861,-95.017917,150,1
01J,,Airport,ASO,FL,Public Use,30.686331,-81.905686,59,1
MOB,Mobile Regional Airport,Airport,ASO,AL,Federalized/Commercial,30.691417,-88.242833,218,3
7L9,,Airport,ASW,LA,Public Use,30.694336,-91.746364,30,1
CFD,Coulter Field,Airport,ASW,TX,Public Use,30.715694,-96.331361,366,1
HZR,False River Regional Airport,Airport,ASW,LA,Public Use,30.718306,-91.478667,39,1
54J,Defuniak Springs Municipal Airport,Airport,ASO,FL,Public Use,30.731111,-86.153778,289,2
T92,Mason County Airport,Airport,ASW,TX,Public Use,30.732193,-99.184006,1514,1
OZA,,Airport,ASW,TX,Public Use,30.735194,-101.202194,2376,1
BMQ,Burnet Municipal/Kate Craddock Fld,Airport,ASW,TX,Public Use,30.738928,-98.23861,1284,1
UTS,Huntsville Municipal Airport,Airport,ASW,TX,Public Use,30.746889,-95.587167,362,1
ACP,Allen Parish Airport,Airport,ASW,LA,Public Use,30.7505,-92.688491,107,1
4J6,St Marys Airport,Airport,ASO,GA,Public Use,30.75325,-81.558278,23,2
09R,Tyler County Airport,Airport,ASW,TX,Public Use,30.775201,-94.458533,388,1
CEW,Bob Sikes Airport,Airport,ASO,FL,Public Use,30.778833,-86.522111,213,1
VLD,Valdosta Regional Airport,Airport,ASO,GA,Federalized/Commercial,30.781372,-83.276219,203,3
AQO,Llano Municipal Airport,Airport,ASW,TX,Public Use,30.784222,-98.659889,1101,2
M13,Poplarville-Pearl Riv Cnty Airport,Airport,ASO,MS,Public Use,30.786021,-89.504507,318,1
3J6,,Airport,ASO,GA,Public Use,30.796361,-82.028167,68,1
4J5,Quitman-Brooks County Airport,Airport,ASO,GA,Public Use,30.805183,-83.589067,184,1
BXA,George R Carr Memorial Air Field,Airport,ASW,LA,Public Use,30.813686,-89.864964,119,1
2R7,Franklinton Airport,Airport,ASW,LA,Public Use,30.819444,-90.112528,175,1
DRI,Beauregard Regional Airport,Airport,ASW,LA,Public Use,30.831722,-93.339917,201,2
MAI,Marianna Municipal Airport,Airport,ASO,FL,Public Use,30.837806,-85.181889,110,2
M24,Dean Griffin Memorial Airport,Airport,ASO,MS,Public Use,30.843244,-89.159773,273,1
1J0,,Airport,ASO,FL,Public Use,30.845778,-85.601389,84,1
27R,Eldorado Airport,Airport,ASW,TX,Public Use,30.862222,-100.610861,2448,1
1R8,Bay Minette Municipal Airport,Airport,ASO,AL,Public Use,30.870333,-87.819333,248,1
LHB,Hearne Municipal Airport,Airport,ASW,TX,Public Use,30.872083,-96.622194,284,1
T35,Cameron Municipal Airpark,Airport,ASW,TX,Public Use,30.879063,-96.972188,402,1
61R,Newton Municipal Airport,Airport,ASW,TX,Public Use,30.884056,-93.742472,322,1
JAS,Jasper County-Bell Field Airport,Airport,ASW,TX,Public Use,30.885694,-94.034944,212,1
70J,Cairo-Grady County Airport,Airport,ASO,GA,Public Use,30.887972,-84.154722,263,1
TVI,Thomasville Municipal Airport,Airport,ASO,GA,Public Use,30.901792,-83.881128,263,2
2F0,Iraan Municipal Airport,Airport,ASW,TX,Public Use,30.906222,-101.889806,2200,2
15A,Mark Reynolds North Mobile Co Arpt,Airport,ASO,AL,Public Use,30.909139,-87.996333,60,1
51R,,Airport,ASW,TX,Public Use,30.912833,-95.952,286,1
FST,Fort Stockton-Pecos County Airport,Airport,ASW,TX,Public Use,30.91525,-102.912778,3011,5
T50,Menard County Airport,Airport,ASW,TX,Public Use,30.932472,-99.809228,1930,1
2R6,Bunkie Municipal Airport,Airport,ASW,LA,Public Use,30.956747,-92.2341,62,1
BGE,Decatur County Industrial Air Park,Airport,ASO,GA,Public Use,30.971598,-84.636928,141,2
17J,Donalsonville Municipal Airport,Airport,ASO,GA,Public Use,31.006972,-84.877611,147,1
4R1,I H Bass Junior Memorial Airport,Airport,ASO,MS,Public Use,31.015333,-89.482556,310,1
0R1,Atmore Municipal Airport,Airport,ASO,AL,Public Use,31.016219,-87.446761,285,1
0J4,Florala Municipal Airport,Airport,ASO,AL,Public Use,31.042474,-86.311561,314,1
12J,Brewton Municipal Airport,Airport,ASO,AL,Public Use,31.050833,-87.065972,98,2
33J,Geneva Municipal Airport,Airport,ASO,AL,Public Use,31.052622,-85.868942,100,1
HOE,Homerville Airport,Airport,ASO,GA,Public Use,31.055917,-82.774139,186,1
VHN,Culberson County Airport,Airport,ASW,TX,Public Use,31.057833,-104.783806,3956,2
HL2,,Airport,ASO,AL,Public Use,31.063611,-87.87,8,1
GRK,Killeen-Fort Hood Regional Airport,Airport,ASW,TX,Public Use,31.06725,-97.828917,1015,1
09J,Jekyll Island Airport,Airport,ASO,GA,Public Use,31.074472,-81.427778,11,1
33R,,Airport,ASW,TX,Public Use,31.084333,-95.164111,340,1
MGR,Moultrie Municipal Airport,Airport,ASO,GA,Public Use,31.084917,-83.80325,293,2
ILE,Skylark Field,Airport,ASW,TX,Public Use,31.085833,-97.6865,847,1
MKV,Marksville Municipal Airport,Airport,ASW,LA,Public Use,31.094667,-92.069056,78,1
1A4,Logan Field Municipal Airport,Airport,ASO,AL,Public Use,31.103703,-86.0626,200,1
LZZ,Lampasas Airport,Airport,ASW,TX,Public Use,31.106194,-98.195917,1214,1
E48,Upton County Airport,Airport,ASW,TX,Public Use,31.125148,-102.225415,2433,1
1R4,,Airport,ASW,LA,Public Use,31.126353,-92.501289,140,1
15J,Cook County Airport,Airport,ASO,GA,Public Use,31.137121,-83.453822,236,2
MUL,Spence Airport,Airport,ASO,GA,Public Use,31.137687,-83.70406,292,1
T36,Tylertown Airport,Airport,ASO,MS,Public Use,31.146011,-90.168145,384,1
TPL,Draughon-Miller Central Texas Arpt,Airport,ASW,TX,Public Use,31.1519,-97.407663,682,2
SSI,Mckinnon St Simons Island Airport,Airport,ASO,GA,Public Use,31.151972,-81.391056,18,2
L39,Leesville Airport,Airport,ASW,LA,Public Use,31.168194,-93.342472,281,1
MCB,Mccomb-Pike County Airport,Airport,ASO,MS,Public Use,31.178444,-90.471861,413,1
BBD,Curtis Field,Airport,ASW,TX,Public Use,31.179278,-99.323917,1827,2
E41,Reagan County Airport,Airport,ASW,TX,Public Use,31.198849,-101.472523,2705,2
4J1,Brantley County Airport,Airport,ASO,GA,Public Use,31.206083,-81.906,84,1
4J2,Berrien County Airport,Airport,ASO,GA,Public Use,31.212556,-83.226278,240,1
CXU,Camilla-Mitchell County Airport,Airport,ASO,GA,Public Use,31.213167,-84.235222,176,1
49F,,Airport,ASW,TX,Public Use,31.227028,-101.952917,2543,1
T24,Pineland Municipal Airport,Airport,ASW,TX,Public Use,31.233522,-93.981856,260,1
LFK,Angelina County Airport,Airport,ASW,TX,Public Use,31.234028,-94.75,295,2
81R,,Airport,ASW,TX,Public Use,31.235167,-98.716987,1255,1
AYS,Waycross-Ware County Airport,Airport,ASO,GA,Public Use,31.248389,-82.395389,141,3
BQK,Brunswick Golden Isles Airport,Airport,ASO,GA,Federalized/Commercial,31.259034,-81.466316,25,1
HBG,Hattiesburg-Bobby L Chain Municipal,Airport,ASO,MS,Public Use,31.264944,-89.252889,150,1
C71,Crosby Municipal Airport,Airport,ASO,MS,Public Use,31.296005,-91.052882,336,1
0R0,Columbia-Marion County Airport,Airport,ASO,MS,Public Use,31.297,-89.812833,265,1
EDN,Enterprise Municipal Airport,Airport,ASO,AL,Public Use,31.299722,-85.899833,360,1
DKR,,Airport,ASW,TX,Public Use,31.306972,-95.403833,348,1
79J,Andalusia-Opp Airport,Airport,ASO,AL,Public Use,31.308361,-86.392222,310,1
M59,Richton-Perry County Airport,Airport,ASO,MS,Public Use,31.317399,-88.935048,167,1
DHN,Dothan Regional Airport,Airport,ASO,AL,Federalized/Commercial,31.321021,-85.449479,400,2
AEX,Alexandria Int'l Airport,Airport,ASW,LA,Public Use,31.327372,-92.548556,88,2
T15,,Airport,ASW,TX,Public Use,31.340667,-96.852028,410,1
2L0,Pineville Municipal Airport,Airport,ASW,LA,Public Use,31.342192,-92.443578,100,2
DGL,Douglas Municipal Airport,Airport,AWP,AZ,Public Use,31.342603,-109.506454,4173,2
SJT,San Angelo Regional Airport,Airport,ASW,TX,Federalized/Commercial,31.35775,-100.496306,1918,3
P04,Bisbee Municipal Airport,Airport,AWP,AZ,Public Use,31.36399,-109.883129,4780,2
0J6,Headland Municipal Airport,Airport,ASO,AL,Public Use,31.364139,-85.312528,358,2
P03,Cochise College Airport,Airport,AWP,AZ,Public Use,31.371083,-109.690361,4146,1
PEQ,Pecos Municipal Airport,Airport,ASW,TX,Public Use,31.382389,-103.510722,2613,2
ESF,Alexandria Esler Regional Airport,Airport,ASW,LA,Public Use,31.394903,-92.295772,111,2
BIJ,Early County Airport,Airport,ASO,GA,Public Use,31.397509,-84.894798,214,1
14J,Carl Folsom Airport,Airport,ASO,AL,Public Use,31.410042,-86.090336,258,1
GZH,Middleton Field,Airport,ASO,AL,Public Use,31.414917,-87.044468,259,2
E13,Crane County Airport,Airport,ASW,TX,Public Use,31.415139,-102.36292,2552,2
OLS,Nogales Int'l Airport,Airport,AWP,AZ,Public Use,31.417722,-110.847889,3955,2
GOP,Gatesville Airport,Airport,ASW,TX,Public Use,31.421276,-97.796968,905,1
TMA,Henry Tift Myers Airport,Airport,ASO,GA,Public Use,31.428981,-83.488545,354,2
T37,,Airport,ASW,TX,Public Use,31.429067,-98.608356,1457,1
71J,Blackwell Field,Airport,ASO,AL,Public Use,31.431812,-85.620534,357,1
5R1,,Airport,ASO,AL,Public Use,31.451832,-88.194453,166,1
MVC,Monroe County Airport,Airport,ASO,AL,Public Use,31.458056,-87.351028,419,1
PIB,Hattiesburg-Laurel Regional Airport,Airport,ASO,MS,Public Use,31.467139,-89.337056,297,1
DUG,Bisbee-Douglas Int'l Airport,Airport,AWP,AZ,Public Use,31.468944,-109.60375,4150,2
4R3,Jackson Municipal Airport,Airport,ASO,AL,Public Use,31.47056,-87.895901,62,1
DQH,Douglas Municipal Airport,Airport,ASO,GA,Public Use,31.476738,-82.860566,256,1
L66,,Airport,ASW,LA,Public Use,31.477472,-92.461167,203,1
PWG,Mcgregor Municipal Airport,Airport,ASW,TX,Public Use,31.484917,-97.316528,591,2
E35,Fabens Airport,Airport,ASW,TX,Public Use,31.515673,-106.147198,3679,2
ABY,Southwest Georgia Regional Airport,Airport,ASO,GA,Federalized/Commercial,31.535528,-84.194472,196,2
AMG,Bacon County Airport,Airport,ASO,GA,Public Use,31.536056,-82.506556,199,1
78R,San Augustine County Airport,Airport,ASW,TX,Public Use,31.539625,-94.170475,443,1
3R4,Hart Airport,Airport,ASW,LA,Public Use,31.5445,-93.485972,318,1
JES,Jesup-Wayne County Airport,Airport,ASO,GA,Public Use,31.553972,-81.8825,107,1
SYV,Sylvester Airport,Airport,ASO,GA,Public Use,31.556389,-83.894167,403,1
0R4,Concordia Parish Airport,Airport,ASW,LA,Public Use,31.562,-91.506472,54,1
OCH,Al Mangham Regional Airport,Airport,ASW,TX,Public Use,31.577764,-94.710111,354,1
E01,Roy Hurd Memorial Airport,Airport,ASW,TX,Public Use,31.582472,-102.909028,2614,2
FHU,Sierra Vista Municipal Airport,Airport,AWP,AZ,Public Use,31.588472,-110.344389,4719,4
M43,Prentiss-Jefferson Davis Cnty Arprt,Airport,ASO,MS,Public Use,31.595306,-89.906444,454,1
0J0,Abbeville Municipal Airport,Airport,ASO,AL,Public Use,31.600167,-85.238167,469,1
1R7,Brookhaven-Lincoln County Airport,Airport,ASO,MS,Public Use,31.605833,-90.409306,492,1
ACT,Waco Regional Airport,Airport,ASW,TX,Federalized/Commercial,31.612194,-97.230306,516,2
HEZ,Natchez-Adams County Airport,Airport,ASO,MS,Public Use,31.613661,-91.297336,272,2
L32,Jonesville Airport,Airport,ASW,LA,Public Use,31.620258,-91.834292,56,1
9F1,,Airport,ASW,TX,Public Use,31.620996,-97.429459,751,2
73F,,Airport,ASW,TX,Public Use,31.623776,-97.022498,455,1
CNW,Tstc Waco Airport,Airport,ASW,TX,Public Use,31.637806,-97.074139,470,2
LXY,Mexia-Limestone County Airport,Airport,ASW,TX,Public Use,31.641178,-96.514459,544,1
2R0,Waynesboro Municipal Airport,Airport,ASO,MS,Public Use,31.643606,-88.635069,168,1
64F,,Airport,ASW,TX,Public Use,31.643611,-100.969528,,
68F,Teague Municipal Airport,Airport,ASW,TX,Public Use,31.66175,-96.3105,525,1
MNZ,Hamilton Municipal Airport,Airport,ASW,TX,Public Use,31.665917,-98.148639,1304,1
1R1,Jena Airport,Airport,ASW,LA,Public Use,31.667353,-92.157564,216,1
P29,,Airport,AWP,AZ,Public Use,31.671306,-110.021528,4743,1
LUL,Hesler Noble Field,Airport,ASO,MS,Public Use,31.673028,-89.172806,238,1
E30,,Airport,ASW,TX,Public Use,31.674472,-99.977,1738,1
3T8,,Airport,ASW,TX,Public Use,31.678556,-97.362556,660,1
FZG,Fitzgerald Municipal Airport,Airport,ASO,GA,Public Use,31.683905,-83.270904,364,2
75J,Turner County Airport,Airport,ASO,GA,Public Use,31.685722,-83.632194,389,1
3A0,Grove Hill Municipal Airport,Airport,ASO,AL,Public Use,31.689324,-87.761388,478,1
25J,Cuthbert-Randolph Airport,Airport,ASO,GA,Public Use,31.701889,-84.826972,457,1
BHC,Baxley Municipal Airport,Airport,ASO,GA,Public Use,31.713833,-82.393778,201,1
T27,Horizon Airport,Airport,ASW,TX,Public Use,31.719834,-106.23692,,
IER,Natchitoches Regional Airport,Airport,ASW,LA,Public Use,31.73572,-93.099136,121,2
04A,Frank Sikes Airport,Airport,ASO,AL,Public Use,31.736139,-86.262222,302,1
16J,Dawson Municipal Airport,Airport,ASO,GA,Public Use,31.743285,-84.419285,332,1
PSN,Palestine Municipal Airport,Airport,ASW,TX,Public Use,31.779694,-95.706306,422,2
INK,Winkler County Airport,Airport,ASW,TX,Public Use,31.779806,-103.201694,2821,2
BWD,Brownwood Municipal Airport,Airport,ASW,TX,Public Use,31.793611,-98.9565,1386,2
ELP,El Paso Int'l Airport,Airport,ASW,TX,Federalized/Commercial,31.807188,-106.376355,3961,3
7F7,Clifton Municipal/Isenhower Field,Airport,ASW,TX,Public Use,31.816823,-97.566964,760,1
F17,Center Municipal Airport,Airport,ASW,TX,Public Use,31.831583,-94.156417,318,1
COM,Coleman Municipal Airport,Airport,ASW,TX,Public Use,31.841139,-99.403611,1696,1
PRN,Greenville Municipal Airport,Airport,ASO,AL,Public Use,31.845694,-86.61075,451,1
7T7,,Airport,ASW,TX,Public Use,31.855083,-102.073944,2805,2
TOI,Troy Municipal Airport,Airport,ASO,AL,Public Use,31.860317,-86.01231,397,2
17M,Magee Municipal Airport,Airport,ASO,MS,Public Use,31.862742,-89.8006,555,1
JSO,Cherokee County Airport,Airport,ASW,TX,Public Use,31.86933,-95.217405,677,1
5T6,Dona Ana County-Santa Teresa Arprt,Airport,ASW,NM,Public Use,31.880449,-106.703245,4112,1
54F,,Airport,ASW,TX,Public Use,31.881833,-100.540833,1926,1
11A,Clayton Municipal Airport,Airport,ASO,AL,Public Use,31.883333,-85.485222,434,1
AZE,Hazlehurst Airport,Airport,ASO,GA,Public Use,31.884656,-82.647388,255,1
LHW,,Airport,ASO,GA,Public Use,31.888306,-81.561621,46,4
L47,Olla Airport,Airport,ASW,LA,Public Use,31.896097,-92.217883,130,1
M11,Copiah County Airport,Airport,ASO,MS,Public Use,31.902936,-90.368702,443,1
MKN,Comanche County-City Airport,Airport,ASW,TX,Public Use,31.920306,-98.599194,1386,1
ODO,Odessa Schlemeyer Field,Airport,ASW,TX,Public Use,31.921415,-102.387133,3003,3
0L6,,Airport,ASW,LA,Public Use,31.923219,-92.645704,140,1
F50,Lake Whitney State Park Airport,Airport,ASW,TX,Public Use,31.925156,-97.364736,,
E78,Sells Airport,Airport,AWP,AZ,Public Use,31.932583,-111.89425,2409,1
MAF,Midland Int'l Airport,Airport,ASW,TX,Federalized/Commercial,31.942528,-102.201917,2872,4
77F,Winters Municipal Airport,Airport,ASW,TX,Public Use,31.947194,-99.98585,1871,1
2.00E+05,Dell City Municipal Airport,Airport,ASW,TX,Public Use,31.947583,-105.191678,3703,1
EUF,Weedon Field,Airport,ASO,AL,Public Use,31.951306,-85.128917,285,1
00M,,Airport,ASO,MS,Public Use,31.95375,-89.235333,351,1
0R5,,Airport,ASW,LA,Public Use,31.963662,-92.660261,146,1
67A,Fort Deposit-Lowndes County Airport,Airport,ASO,AL,Public Use,31.972371,-86.591641,490,1
L33,Tensas Parish Airport,Airport,ASW,LA,Public Use,31.973344,-91.238733,74,1
61A,Camden Municipal Airport,Airport,ASO,AL,Public Use,31.979747,-87.339115,142,1
CKF,Crisp County Corbelle Airport,Airport,ASO,GA,Public Use,31.988833,-83.773917,309,2
0R7,Red River Airport,Airport,ASW,LA,Public Use,31.990278,-93.307611,177,1
E95,,Airport,AWP,AZ,Public Use,31.999444,-110.357972,3830,1
4T7,,Airport,ASW,TX,Public Use,32.013758,-97.981422,,
CRS,Corsicana Municipal Airport,Airport,ASW,TX,Public Use,32.028056,-96.400583,448,2
MDD,,Airport,ASW,TX,Public Use,32.036528,-102.101028,2805,2
RVJ,,Airport,ASO,GA,Public Use,32.058972,-82.151722,195,1
9F0,Dublin Municipal Airport,Airport,ASW,TX,Public Use,32.068199,-98.325321,1495,1
3F3,,Airport,ASW,LA,Public Use,32.072778,-93.765611,324,1
T25,,Airport,ASW,TX,Public Use,32.08175,-95.452503,445,2
INJ,Hillsboro Municipal Airport,Airport,ASW,TX,Public Use,32.083639,-97.09725,685,1
23M,Clarke County Airport,Airport,ASO,MS,Public Use,32.084871,-88.738934,321,1
7A9,,Airport,ASO,GA,Public Use,32.088662,-84.37251,,
MQW,Telfair-Wheeler Airport,Airport,ASO,GA,Public Use,32.096994,-82.879408,202,1
6X0,,Airport,ASW,TX,Public Use,32.0975,-95.294861,590,1
ACJ,Jimmy Carter Regional Airport,Airport,ASO,GA,Public Use,32.110806,-84.188861,468,2
TUS,Tucson Int'l Airport,Airport,AWP,AZ,Federalized/Commercial,32.116083,-110.941028,2643,3
09A,Butler-Choctaw County Airport,Airport,ASO,AL,Public Use,32.119306,-88.127472,133,1
F86,Columbia Airport,Airport,ASW,LA,Public Use,32.122167,-92.0545,66,1
SAV,Savannah/Hilton Head Int'l Airport,Airport,ASO,GA,Federalized/Commercial,32.127583,-81.202139,50,2
E26,Lea County-Jal Airport,Airport,ASW,NM,Public Use,32.131078,-103.154851,3118,2
RFI,Rusk County Airport,Airport,ASW,TX,Public Use,32.141722,-94.851722,442,2
RYN,Ryan Field,Airport,AWP,AZ,Public Use,32.142216,-111.174576,2418,3
F89,Winnsboro Municipal Airport,Airport,ASW,LA,Public Use,32.153007,-91.698557,78,1
F44,Athens Municipal Airport,Airport,ASW,TX,Public Use,32.163848,-95.828353,444,1
07A,Franklin Field,Airport,ASO,AL,Public Use,32.166814,-85.809675,300,1
63F,Stanton Municipal Airport,Airport,ASW,TX,Public Use,32.173583,-101.822472,2731,1
4F2,Panola County Airport-Sharpe Field,Airport,ASW,TX,Public Use,32.176083,-94.298806,248,1
VDI,Vidalia Municipal Airport,Airport,ASO,GA,Public Use,32.192722,-82.371167,274,2
CWV,Claxton-Evans County Airport,Airport,ASO,GA,Public Use,32.195056,-81.869556,111,1
F88,Jonesboro Airport,Airport,ASW,LA,Public Use,32.202,-92.732944,255,1
BPG,Big Spring Mcmahon-Wrinkle Airport,Airport,ASW,TX,Public Use,32.212611,-101.521639,2572,2
SEP,Clark Field Municipal Airport,Airport,ASW,TX,Public Use,32.215333,-98.177667,1321,1
EZM,Eastman-Dodge County Airport,Airport,ASO,GA,Public Use,32.21639,-83.128668,303,1
HXD,Hilton Head Airport,Airport,ASO,SC,Public Use,32.224361,-80.697472,19,1
VKS,Vicksburg Municipal Airport,Airport,ASO,MS,Public Use,32.239139,-90.928194,107,1
P33,Cochise County Airport,Airport,AWP,AZ,Public Use,32.245417,-109.894639,4187,1
DMN,Deming Municipal Airport,Airport,ASW,NM,Public Use,32.262389,-107.719,4314,2
82A,,Airport,ASO,GA,Public Use,32.282806,-84.503694,682,1
51A,Hawkinsville-Pulaski County Airport,Airport,ASO,GA,Public Use,32.283667,-83.437972,270,1
LRU,Las Cruces Int'l Airport,Airport,ASW,NM,Public Use,32.289417,-106.921972,4456,3
MGM,Montgomery Regional Airport,Airport,ASO,AL,Federalized/Commercial,32.300639,-86.393972,221,2
53A,Dr Cp Savage Senior Airport,Airport,ASO,GA,Public Use,32.302,-84.007472,337,1
JVW,Raymond Airport,Airport,ASO,MS,Public Use,32.304472,-90.410528,247,1
M23,James H Eason Field Airport,Airport,ASO,MS,Public Use,32.311057,-89.134918,370,1
JAN,Jackson-Evers Int'l Airport,Airport,ASO,MS,Federalized/Commercial,32.311167,-90.075889,346,2
F41,Ennis Municipal Airport,Airport,ASW,TX,Public Use,32.329694,-96.663889,500,1
E11,Andrews County Airport,Airport,ASW,TX,Public Use,32.331111,-102.529528,3174,4
MEI,Meridian Regional Airport,Airport,ASO,MS,Public Use,32.332611,-88.751861,298,2
LSB,Lordsburg Municipal Airport,Airport,ASW,NM,Public Use,32.333464,-108.691739,4278,2
HKS,Hawkins Field,Airport,ASO,MS,Public Use,32.334778,-90.222528,341,2
CNM,Cavern City Air Terminal,Airport,ASW,NM,Public Use,32.337444,-104.263361,3294,4
SEM,Craig Field,Airport,ASO,AL,Public Use,32.343947,-86.987806,166,1
5F5,,Airport,ASW,LA,Public Use,32.3446,-93.799897,180,1
TVR,Vicksburg Tallulah Regional Airport,Airport,ASW,LA,Public Use,32.351606,-91.027689,85,1
2M4,Forest Municipal Airport,Airport,ASO,MS,Public Use,32.353478,-89.488679,518,1
CPT,Cleburne Municipal Airport,Airport,ASW,TX,Public Use,32.35375,-97.43375,854,1
TYR,Tyler Pounds Regional Airport,Airport,ASW,TX,Federalized/Commercial,32.353833,-95.402694,544,3
MHP,Metter Municipal Airport,Airport,ASO,GA,Public Use,32.373978,-82.081431,197,1
GGG,East Texas Regional Airport,Airport,ASW,TX,Federalized/Commercial,32.384014,-94.711487,365,2
4J8,,Airport,ASO,GA,Public Use,32.387389,-82.563389,345,1
